기온(°C),강수량(mm),풍속(m/s),습도(%),이슬점온도(°C),일조(hr),일사(MJ/m2),시정(10m),지면온도(°C),월,일,시간
2.7,0.0,2.4,47.0,-7.5,0.0,0.0,1970,-0.5,2,4,20
1.3,0.0,0.0,52.0,-7.4,0.0,0.0,1662,-0.7,2,4,21
1.1,0.0,0.2,55.0,-6.9,0.0,0.0,1539,-0.9,2,4,22
0.0,0.0,0.0,60.0,-6.8,0.0,0.0,1337,-1.0,2,4,23
-0.8,0.0,0.0,63.0,-6.9,0.0,0.0,1151,-1.2,2,5,0
-1.5,0.0,0.0,67.0,-6.8,0.0,0.0,1100,-1.4,2,5,1
-2.0,0.0,0.0,65.0,-7.7,0.0,0.0,1118,-1.7,2,5,2
-2.5,0.0,0.0,70.0,-7.2,0.0,0.0,886,-1.8,2,5,3
-3.3,0.0,0.0,74.0,-7.2,0.0,0.0,723,-2.0,2,5,4
-4.0,0.0,0.0,78.0,-7.2,0.0,0.0,660,-2.3,2,5,5
-4.0,0.0,0.0,76.0,-7.6,0.0,0.0,711,-2.5,2,5,6
-4.0,0.0,0.0,76.0,-7.6,0.0,0.0,655,-2.6,2,5,7
-3.6,0.0,0.0,76.0,-7.2,0.0,0.0,692,-2.3,2,5,8
-2.9,0.0,0.0,73.0,-7.0,0.8,0.4,687,-0.5,2,5,9
-1.0,0.0,0.0,67.0,-6.3,1.0,1.1,756,0.1,2,5,10
1.5,0.0,0.7,61.0,-5.2,1.0,1.57,887,1.4,2,5,11
4.0,0.0,0.6,53.0,-4.7,1.0,2.0,1167,5.6,2,5,12
5.0,0.0,0.8,49.0,-4.8,1.0,2.16,1290,8.1,2,5,13
5.9,0.0,1.4,45.0,-5.1,1.0,2.12,1488,10.4,2,5,14
6.6,0.0,0.9,43.0,-5.1,1.0,1.8,1474,10.1,2,5,15
7.1,0.0,1.2,39.0,-5.9,1.0,1.31,1603,7.8,2,5,16
7.0,0.0,0.4,37.0,-6.7,1.0,0.63,1710,3.8,2,5,17
6.0,0.0,0.8,41.0,-6.2,0.3,0.09,1651,0.9,2,5,18
4.9,0.0,0.0,46.0,-5.7,0.0,0.0,1385,0.0,2,5,19
4.0,0.0,0.1,48.0,-6.0,0.0,0.0,1259,-0.2,2,5,20
3.4,0.0,0.0,52.0,-5.5,0.0,0.0,1139,-0.5,2,5,21
1.9,0.0,0.0,57.0,-5.7,0.0,0.0,1028,-0.7,2,5,22
0.9,0.0,0.0,61.0,-5.7,0.0,0.0,925,-0.7,2,5,23
0.0,0.0,1.3,66.0,-5.6,0.0,0.0,720,-0.7,2,6,0
-0.8,0.0,0.0,68.0,-5.9,0.0,0.0,684,-0.9,2,6,1
-1.3,0.0,0.0,72.0,-5.7,0.0,0.0,631,-1.2,2,6,2
-1.9,0.0,0.0,74.0,-5.9,0.0,0.0,594,-1.3,2,6,3
-1.8,0.0,0.0,74.0,-5.8,0.0,0.0,568,-1.5,2,6,4
-3.0,0.0,0.0,77.0,-6.4,0.0,0.0,527,-1.7,2,6,5
-3.0,0.0,0.0,79.0,-6.1,0.0,0.0,481,-1.8,2,6,6
-3.0,0.0,0.0,79.0,-6.1,0.0,0.0,437,-2.0,2,6,7
-3.2,0.0,0.0,79.0,-6.3,0.0,0.0,411,-1.8,2,6,8
-1.2,0.0,0.0,74.0,-5.2,0.8,0.41,435,-0.3,2,6,9
-0.1,0.0,1.9,68.0,-5.3,1.0,1.11,503,0.1,2,6,10
2.7,0.0,1.0,60.0,-4.3,1.0,1.57,662,1.8,2,6,11
4.1,0.0,1.7,53.0,-4.6,0.9,1.75,834,3.3,2,6,12
6.6,0.0,1.0,44.0,-4.8,0.4,1.48,1100,7.2,2,6,13
8.3,0.0,1.4,36.0,-5.9,1.0,2.07,1224,10.4,2,6,14
8.8,0.0,1.0,30.0,-7.8,0.7,1.3,1438,8.0,2,6,15
8.3,0.0,1.9,31.0,-7.8,0.1,0.7,1396,5.6,2,6,16
8.1,0.0,0.6,32.0,-7.6,0.0,0.32,1351,3.9,2,6,17
7.5,0.0,1.0,35.0,-7.0,0.0,0.02,1157,2.0,2,6,18
7.0,0.0,1.3,33.0,-8.2,0.0,0.0,1268,1.1,2,6,19
6.0,0.0,0.6,34.0,-8.7,0.0,0.0,1294,0.3,2,6,20
5.5,0.0,1.0,39.0,-7.3,0.0,0.0,1106,-0.2,2,6,21
4.3,0.0,0.0,44.0,-6.9,0.0,0.0,1100,0.0,2,6,22
2.8,0.0,0.5,48.0,-7.1,0.0,0.0,1055,-0.3,2,6,23
2.0,0.0,0.0,51.0,-7.0,0.0,0.0,1100,-0.4,2,7,0
1.2,0.0,0.3,55.0,-6.8,0.0,0.0,870,-0.5,2,7,1
0.4,0.0,0.0,59.0,-6.6,0.0,0.0,794,-0.5,2,7,2
-0.3,0.0,0.0,63.0,-6.5,0.0,0.0,632,-0.7,2,7,3
-0.4,0.0,0.0,64.0,-6.3,0.0,0.0,550,-0.7,2,7,4
-0.4,0.0,0.7,61.0,-7.0,0.0,0.0,637,-0.9,2,7,5
-0.9,0.0,0.0,66.0,-6.4,0.0,0.0,565,-0.9,2,7,6
-0.6,0.0,0.1,65.0,-6.3,0.0,0.0,591,-0.9,2,7,7
-0.4,0.0,0.7,64.0,-6.3,0.0,0.0,618,-0.7,2,7,8
0.6,0.0,1.7,58.0,-6.7,0.4,0.31,699,0.0,2,7,9
2.0,0.0,2.9,54.0,-6.3,1.0,0.95,836,0.3,2,7,10
4.1,0.0,2.4,46.0,-6.5,1.0,1.51,1024,2.6,2,7,11
6.4,0.0,1.9,42.0,-5.6,0.9,1.78,1052,6.5,2,7,12
8.5,0.0,1.9,33.0,-6.8,0.7,1.87,1271,10.6,2,7,13
9.9,0.0,0.6,30.0,-6.9,0.8,1.79,1295,10.9,2,7,14
10.0,0.0,1.2,32.0,-5.9,0.1,0.97,1173,8.9,2,7,15
9.3,0.0,1.3,34.0,-5.7,0.2,0.7,1205,7.1,2,7,16
8.8,0.0,1.2,35.0,-5.8,0.2,0.39,1141,5.8,2,7,17
7.5,0.0,1.5,38.0,-5.9,0.3,0.12,1245,2.7,2,7,18
6.2,0.0,1.5,53.0,-2.6,0.0,0.0,716,1.5,2,7,19
5.1,0.0,2.0,60.0,-2.0,0.0,0.0,598,0.8,2,7,20
4.1,0.0,0.2,62.0,-2.5,0.0,0.0,565,0.0,2,7,21
3.6,0.0,1.1,62.0,-3.0,0.0,0.0,605,0.0,2,7,22
2.7,0.0,0.0,67.0,-2.8,0.0,0.0,517,0.0,2,7,23
2.0,0.0,0.3,73.0,-2.3,0.0,0.0,423,-0.5,2,8,0
1.2,0.0,0.1,75.0,-2.7,0.0,0.0,369,-0.5,2,8,1
0.5,0.0,0.2,76.0,-3.2,0.0,0.0,358,-0.7,2,8,2
0.1,0.0,0.1,76.0,-3.6,0.0,0.0,342,-0.7,2,8,3
-0.5,0.0,0.0,77.0,-4.0,0.0,0.0,343,-0.9,2,8,4
-1.0,0.0,0.0,81.0,-3.8,0.0,0.0,292,-0.9,2,8,5
-1.3,0.0,0.0,79.0,-4.4,0.0,0.0,306,-1.0,2,8,6
-1.3,0.0,0.0,81.0,-4.1,0.0,0.0,270,-1.2,2,8,7
-0.9,0.0,0.3,79.0,-4.0,0.0,0.0,301,-1.0,2,8,8
-0.7,0.0,0.0,79.0,-3.8,0.5,0.31,285,-0.2,2,8,9
1.2,0.0,0.9,73.0,-3.1,1.0,0.95,340,0.3,2,8,10
3.4,0.0,0.9,58.0,-4.0,1.0,1.57,551,3.5,2,8,11
5.9,0.0,1.3,42.0,-6.0,1.0,2.07,932,9.6,2,8,12
6.9,0.0,2.4,35.0,-7.5,1.0,2.29,1243,11.6,2,8,13
7.7,0.0,2.4,32.0,-7.9,1.0,2.31,1430,13.6,2,8,14
8.3,0.0,2.0,30.0,-8.2,1.0,2.06,1792,13.4,2,8,15
8.0,0.0,1.9,30.0,-8.5,1.0,1.46,2032,10.5,2,8,16
7.1,0.0,1.9,30.0,-9.3,1.0,0.78,2008,5.8,2,8,17
5.4,0.0,1.6,35.0,-8.8,0.3,0.12,1676,2.6,2,8,18
4.0,0.0,1.8,34.0,-10.4,0.0,0.0,2080,0.8,2,8,19
2.9,0.0,1.6,42.0,-8.7,0.0,0.0,2273,0.1,2,8,20
2.4,0.0,2.2,45.0,-8.3,0.0,0.0,2264,0.1,2,8,21
1.8,0.0,1.2,48.0,-8.0,0.0,0.0,2553,0.0,2,8,22
1.6,0.0,0.3,52.0,-7.2,0.0,0.0,2663,-0.5,2,8,23
1.2,0.0,0.4,55.0,-6.8,0.0,0.0,2613,-0.5,2,9,0
-0.3,0.0,0.0,60.0,-7.1,0.0,0.0,1975,-0.7,2,9,1
-0.7,0.0,0.0,57.0,-8.1,0.0,0.0,1635,-0.7,2,9,2
-1.5,0.0,0.5,59.0,-8.4,0.0,0.0,1651,-0.9,2,9,3
-1.9,0.0,0.1,63.0,-8.0,0.0,0.0,1183,-1.0,2,9,4
-2.7,0.0,0.5,65.0,-8.3,0.0,0.0,1041,-1.3,2,9,5
-3.6,0.0,0.2,71.0,-8.1,0.0,0.0,1005,-1.4,2,9,6
-3.0,0.0,0.5,66.0,-8.4,0.0,0.0,1095,-1.5,2,9,7
-2.4,0.0,0.2,66.0,-7.8,0.0,0.0,1132,-1.4,2,9,8
-2.1,0.0,1.1,65.0,-7.8,1.0,0.4,742,-0.3,2,9,9
0.0,0.0,1.4,59.0,-7.0,1.0,0.96,1042,0.4,2,9,10
3.2,0.0,1.3,47.0,-7.0,1.0,1.55,1207,3.2,2,9,11
6.3,0.0,1.1,41.0,-6.0,1.0,2.03,1336,8.5,2,9,12
9.7,0.0,2.9,32.0,-6.2,1.0,2.29,1999,11.0,2,9,13
10.3,0.0,2.4,32.0,-5.7,1.0,2.24,2102,12.3,2,9,14
9.6,0.0,4.0,30.0,-7.1,0.3,1.13,2362,8.5,2,9,15
9.6,0.0,2.6,32.0,-6.3,0.0,0.63,2002,7.2,2,9,16
9.4,0.0,2.6,36.0,-4.9,0.0,0.28,2193,5.6,2,9,17
9.1,0.0,1.5,39.0,-4.1,0.0,0.01,2087,4.4,2,9,18
8.8,0.0,1.5,41.0,-3.7,0.0,0.0,2673,3.7,2,9,19
8.5,0.0,3.8,43.0,-3.3,0.0,0.0,3987,3.7,2,9,20
7.9,0.0,3.4,45.0,-3.3,0.0,0.0,4921,3.5,2,9,21
7.1,0.0,2.1,50.0,-2.6,0.0,0.0,3765,3.5,2,9,22
5.3,0.0,1.8,69.0,0.0,0.0,0.0,1360,3.2,2,9,23
4.4,0.8,1.9,76.0,0.5,0.0,0.0,1574,3.0,2,10,0
3.9,0.0,1.0,81.0,0.9,0.0,0.0,1184,3.0,2,10,1
3.0,0.0,2.0,84.0,0.5,0.0,0.0,1100,2.7,2,10,2
2.8,1.7,1.1,86.0,0.6,0.0,0.0,962,2.5,2,10,3
2.7,0.0,1.4,87.0,0.7,0.0,0.0,550,2.5,2,10,4
2.7,0.0,0.9,88.0,0.9,0.0,0.0,1100,2.5,2,10,5
2.5,0.1,2.1,88.0,0.7,0.0,0.0,1100,2.4,2,10,6
2.7,0.0,0.7,87.0,0.7,0.0,0.0,895,2.5,2,10,7
3.0,0.0,0.6,86.0,0.8,0.0,0.0,908,2.5,2,10,8
3.2,0.0,1.3,84.0,0.7,0.0,0.11,1082,3.7,2,10,9
3.9,0.0,1.2,82.0,1.1,0.0,0.29,1251,4.8,2,10,10
4.2,0.0,2.5,80.0,1.0,0.0,0.48,1385,6.1,2,10,11
4.9,0.0,1.4,75.0,0.8,0.0,0.62,1699,6.9,2,10,12
5.6,0.0,1.5,74.0,1.3,0.0,0.52,1995,7.0,2,10,13
6.0,0.0,0.0,73.0,1.5,0.0,0.36,1939,7.0,2,10,14
6.5,0.0,1.3,65.0,0.3,0.0,0.3,1776,6.5,2,10,15
6.8,0.0,1.4,65.0,0.6,0.0,0.45,1667,6.5,2,10,16
6.8,0.0,1.4,63.0,0.2,0.0,0.2,1485,5.5,2,10,17
6.3,0.0,1.7,64.0,0.0,0.0,0.06,1317,4.0,2,10,18
4.9,0.0,1.5,72.0,0.2,0.0,0.0,1127,2.5,2,10,19
4.0,0.0,1.6,75.0,0.0,0.0,0.0,1066,1.7,2,10,20
3.2,0.0,0.5,79.0,0.0,0.0,0.0,989,1.1,2,10,21
2.9,0.0,1.3,80.0,-0.2,0.0,0.0,959,0.6,2,10,22
2.5,0.0,0.1,81.0,-0.4,0.0,0.0,921,0.4,2,10,23
2.0,0.0,0.0,82.0,-0.7,0.0,0.0,881,0.3,2,11,0
1.7,0.0,0.7,83.0,-0.8,0.0,0.0,705,0.1,2,11,1
0.5,0.0,0.0,88.0,-1.2,0.0,0.0,313,0.0,2,11,2
0.3,0.0,0.8,88.0,-1.4,0.0,0.0,444,0.0,2,11,3
-0.7,0.0,0.0,89.0,-2.2,0.0,0.0,300,-0.5,2,11,4
-0.5,0.0,0.0,91.0,-1.7,0.0,0.0,281,-0.3,2,11,5
-0.2,0.0,0.5,91.0,-1.4,0.0,0.0,182,0.0,2,11,6
-0.5,0.0,1.3,92.0,-1.6,0.0,0.0,136,0.0,2,11,7
-0.6,0.0,1.9,93.0,-1.5,0.0,0.0,35,0.0,2,11,8
-0.7,0.0,1.5,93.0,-1.6,0.0,0.0,56,0.2,2,11,9
-0.7,0.0,1.9,93.0,-1.6,0.0,0.15,250,1.0,2,11,10
0.8,0.0,0.3,87.0,-1.1,0.0,0.61,370,4.0,2,11,11
2.3,0.0,0.3,82.0,-0.4,0.0,0.88,425,6.9,2,11,12
2.5,0.0,1.8,80.0,-0.6,0.0,1.25,401,8.6,2,11,13
3.5,0.0,0.4,77.0,-0.1,0.0,1.0,428,8.6,2,11,14
3.5,0.0,1.3,75.0,-0.5,0.0,0.74,488,7.8,2,11,15
4.5,0.0,0.1,72.0,-0.1,0.0,0.6,515,7.0,2,11,16
5.2,0.0,0.3,69.0,0.0,0.5,0.57,576,6.1,2,11,17
4.1,0.0,0.9,73.0,-0.3,0.2,0.16,567,3.8,2,11,18
3.5,0.0,1.3,74.0,-0.7,0.0,0.0,591,2.0,2,11,19
3.2,0.0,0.0,74.0,-0.9,0.0,0.0,586,0.9,2,11,20
1.8,0.0,0.0,81.0,-1.1,0.0,0.0,416,0.6,2,11,21
1.6,0.0,1.0,83.0,-0.9,0.0,0.0,371,0.3,2,11,22
1.0,0.0,0.1,85.0,-1.2,0.0,0.0,327,0.1,2,11,23
0.1,0.0,0.0,88.0,-1.6,0.0,0.0,250,0.0,2,12,0
-0.5,0.0,0.0,89.0,-2.0,0.0,0.0,233,-0.7,2,12,1
-0.7,0.0,0.0,88.0,-2.4,0.0,0.0,261,-0.9,2,12,2
-1.5,0.0,0.6,89.0,-3.0,0.0,0.0,210,-0.9,2,12,3
-1.5,0.0,0.0,89.0,-3.0,0.0,0.0,250,-1.0,2,12,4
-2.6,0.0,0.1,92.0,-3.7,0.0,0.0,38,-0.5,2,12,5
-2.3,0.0,1.1,92.0,-3.4,0.0,0.0,33,-0.4,2,12,6
-2.5,0.0,0.0,93.0,-3.4,0.0,0.0,72,-0.4,2,12,7
-1.9,0.0,0.1,92.0,-3.0,0.0,0.0,41,-0.2,2,12,8
-1.7,0.0,1.6,93.0,-2.6,0.0,0.03,79,0.0,2,12,9
-1.9,0.0,2.1,94.0,-2.7,0.0,0.2,20,0.0,2,12,10
-1.4,0.0,0.8,93.0,-2.3,0.0,0.39,119,1.2,2,12,11
-0.1,0.0,1.2,91.0,-1.3,0.0,0.45,189,2.7,2,12,12
2.3,0.0,0.6,81.0,-0.6,0.1,1.17,322,7.6,2,12,13
3.3,0.0,1.3,76.0,-0.5,0.2,1.26,400,7.1,2,12,14
3.9,0.0,1.4,68.0,-1.4,0.0,0.73,552,6.0,2,12,15
4.6,0.0,2.5,67.0,-1.0,0.0,0.42,552,5.3,2,12,16
5.3,0.0,1.6,62.0,-1.4,0.0,0.15,640,4.4,2,12,17
5.0,0.0,0.7,65.0,-1.0,0.0,0.02,611,3.5,2,12,18
5.0,0.0,1.8,64.0,-1.2,0.0,0.0,627,3.2,2,12,19
5.0,0.0,0.5,64.0,-1.2,0.0,0.0,609,3.0,2,12,20
5.0,0.0,1.8,62.0,-1.6,0.0,0.0,646,2.9,2,12,21
5.0,0.0,1.8,61.0,-1.9,0.0,0.0,674,2.7,2,12,22
5.1,0.0,0.2,60.0,-2.0,0.0,0.0,704,2.7,2,12,23
5.1,0.0,1.1,59.0,-2.2,0.0,0.0,732,2.7,2,13,0
4.6,0.0,0.8,63.0,-1.8,0.0,0.0,675,2.7,2,13,1
5.1,0.0,0.5,63.0,-1.3,0.0,0.0,810,2.6,2,13,2
5.3,0.0,0.9,63.0,-1.1,0.0,0.0,916,2.5,2,13,3
6.0,0.0,1.4,60.0,-1.1,0.0,0.0,1064,2.7,2,13,4
5.7,0.0,1.1,62.0,-1.0,0.0,0.0,1066,2.7,2,13,5
5.8,0.0,2.0,65.0,-0.2,0.0,0.0,1287,2.7,2,13,6
5.4,0.0,1.5,68.0,0.0,0.0,0.0,1251,2.5,2,13,7
5.4,0.0,1.4,68.0,0.0,0.0,0.0,1344,2.7,2,13,8
5.6,0.0,1.4,67.0,0.0,0.0,0.11,1381,3.7,2,13,9
6.4,0.0,2.2,63.0,-0.1,0.0,0.52,1660,5.6,2,13,10
7.5,0.0,1.6,58.0,-0.2,0.0,0.85,2100,7.5,2,13,11
8.0,0.0,2.2,55.0,-0.5,0.0,0.79,2302,8.1,2,13,12
8.5,0.0,1.5,53.0,-0.5,0.0,0.84,2437,8.5,2,13,13
9.1,0.0,2.0,48.0,-1.3,0.0,1.1,2613,10.2,2,13,14
9.6,0.0,1.4,46.0,-1.4,0.9,1.55,2618,12.5,2,13,15
9.5,0.0,1.1,46.0,-1.5,0.2,0.79,2618,9.5,2,13,16
9.1,0.0,0.9,47.0,-1.6,0.0,0.14,2844,7.4,2,13,17
8.8,0.0,0.8,47.0,-1.9,0.0,0.04,2675,6.1,2,13,18
8.0,0.0,1.9,56.0,-0.2,0.0,0.0,1909,5.0,2,13,19
6.5,0.0,1.7,63.0,0.0,0.0,0.0,1458,4.0,2,13,20
5.6,0.0,0.3,66.0,-0.2,0.0,0.0,1438,3.7,2,13,21
5.0,0.0,0.9,68.0,-0.4,0.0,0.0,1273,3.0,2,13,22
4.4,0.0,1.6,69.0,-0.8,0.0,0.0,1112,3.0,2,13,23
3.6,0.0,0.8,72.0,-0.9,0.0,0.0,985,2.5,2,14,0
3.2,0.0,1.1,71.0,-1.5,0.0,0.0,933,2.4,2,14,1
2.5,0.0,1.5,72.0,-2.0,0.0,0.0,911,2.0,2,14,2
1.7,0.0,0.5,74.0,-2.4,0.0,0.0,883,1.2,2,14,3
1.2,0.0,1.9,74.0,-2.9,0.0,0.0,912,0.8,2,14,4
1.0,0.0,0.7,73.0,-3.3,0.0,0.0,979,0.5,2,14,5
0.6,0.0,1.8,67.0,-4.8,0.0,0.0,1367,0.3,2,14,6
0.3,0.0,1.5,66.0,-5.3,0.0,0.0,1534,0.1,2,14,7
0.3,0.0,2.0,62.0,-6.1,0.1,0.01,1538,0.0,2,14,8
0.8,0.0,1.6,57.0,-6.7,1.0,0.51,1898,0.6,2,14,9
2.2,0.0,1.6,51.0,-6.9,1.0,1.23,1879,5.4,2,14,10
3.6,0.0,1.5,48.0,-6.4,1.0,1.79,1848,9.6,2,14,11
4.4,0.0,2.2,43.0,-7.1,1.0,2.28,2296,9.7,2,14,12
6.2,0.0,1.9,33.0,-8.9,1.0,2.48,2742,10.6,2,14,13
6.2,0.0,2.1,26.0,-11.9,1.0,2.42,2997,15.6,2,14,14
6.7,0.0,1.6,27.0,-11.0,1.0,1.87,2832,13.4,2,14,15
6.5,0.0,1.8,32.0,-9.0,1.0,1.52,2384,11.6,2,14,16
5.5,0.0,2.3,35.0,-8.7,1.0,0.79,2394,7.1,2,14,17
4.0,0.0,2.2,41.0,-8.0,0.5,0.15,2154,4.3,2,14,18
2.7,0.0,1.7,46.0,-7.7,0.0,0.0,2092,2.5,2,14,19
2.0,0.0,1.9,48.0,-7.8,0.0,0.0,2267,1.5,2,14,20
1.5,0.0,2.1,51.0,-7.5,0.0,0.0,2371,1.0,2,14,21
1.1,0.0,0.6,55.0,-6.9,0.0,0.0,2121,0.6,2,14,22
0.6,0.0,0.7,57.0,-6.9,0.0,0.0,1934,0.3,2,14,23
0.3,0.0,0.2,58.0,-7.0,0.0,0.0,1825,0.0,2,15,0
-0.7,0.0,1.7,64.0,-6.6,0.0,0.0,1384,-0.5,2,15,1
-0.5,0.0,1.9,63.0,-6.6,0.0,0.0,1365,-0.5,2,15,2
-0.3,0.0,1.4,62.0,-6.7,0.0,0.0,1445,-0.3,2,15,3
-0.3,0.0,2.8,62.0,-6.7,0.0,0.0,2070,-0.2,2,15,4
-0.5,0.0,1.8,62.0,-6.8,0.0,0.0,2002,-0.3,2,15,5
-0.7,0.0,2.8,64.0,-6.6,0.0,0.0,1795,-0.3,2,15,6
-0.5,0.0,2.5,64.0,-6.4,0.0,0.0,1905,-0.3,2,15,7
-0.4,0.0,2.1,64.0,-6.3,0.0,0.0,2452,-0.3,2,15,8
0.9,0.0,2.8,61.0,-5.7,0.7,0.4,2098,0.4,2,15,9
2.7,0.0,2.6,54.0,-5.6,1.0,1.18,3661,4.8,2,15,10
4.9,0.0,1.2,47.0,-5.4,1.0,1.41,5000,8.8,2,15,11
5.4,0.0,2.2,43.0,-6.2,0.3,1.58,5000,9.3,2,15,12
6.4,0.0,1.8,45.0,-4.6,0.3,1.79,5000,11.4,2,15,13
6.6,0.0,1.7,42.0,-5.4,0.6,1.48,4901,12.0,2,15,14
7.1,0.0,1.9,40.0,-5.6,1.0,1.88,4289,12.9,2,15,15
6.9,0.0,1.0,41.0,-5.4,0.7,0.93,3912,9.8,2,15,16
6.7,0.0,1.4,43.0,-5.0,0.6,0.54,3659,7.1,2,15,17
6.3,0.0,1.1,45.0,-4.7,0.0,0.12,4469,5.3,2,15,18
5.5,0.0,1.8,48.0,-4.6,0.0,0.0,4887,4.0,2,15,19
5.0,0.0,1.6,50.0,-4.5,0.0,0.0,4990,3.5,2,15,20
4.6,0.0,2.1,52.0,-4.4,0.0,0.0,5000,3.2,2,15,21
4.3,0.0,0.9,54.0,-4.2,0.0,0.0,5000,2.7,2,15,22
3.9,0.0,1.4,56.0,-4.0,0.0,0.0,5000,2.0,2,15,23
3.5,0.0,1.3,59.0,-3.7,0.0,0.0,5000,1.8,2,16,0
3.0,0.0,1.4,61.0,-3.8,0.0,0.0,5000,1.5,2,16,1
3.0,0.0,1.0,62.0,-3.5,0.0,0.0,5000,2.0,2,16,2
3.0,0.0,1.2,60.0,-4.0,0.0,0.0,5000,2.2,2,16,3
3.0,0.0,0.9,61.0,-3.8,0.0,0.0,5000,2.2,2,16,4
3.0,0.0,1.0,62.0,-3.5,0.0,0.0,5000,2.2,2,16,5
2.9,0.0,0.9,64.0,-3.2,0.0,0.0,4770,2.4,2,16,6
2.7,0.0,1.1,66.0,-3.0,0.0,0.0,3523,2.4,2,16,7
2.5,0.0,1.3,71.0,-2.2,0.0,0.0,2352,2.3,2,16,8
2.2,0.0,0.9,79.0,-1.0,0.0,0.05,1545,3.2,2,16,9
2.7,0.0,1.5,77.0,-0.9,0.0,0.39,1807,4.4,2,16,10
3.2,0.0,0.5,76.0,-0.6,0.0,0.39,1313,4.9,2,16,11
3.8,0.0,1.6,70.0,-1.1,0.0,0.51,1100,5.9,2,16,12
4.5,0.0,1.6,62.0,-2.1,0.0,0.58,1378,6.6,2,16,13
6.0,0.0,1.8,53.0,-2.8,0.0,1.0,2384,9.1,2,16,14
6.5,0.0,2.2,47.0,-4.0,0.3,1.05,4409,10.2,2,16,15
6.3,0.0,1.8,45.0,-4.7,0.0,0.51,4089,7.7,2,16,16
6.5,0.0,1.4,43.0,-5.2,0.4,0.55,4410,7.0,2,16,17
6.0,0.0,1.4,44.0,-5.3,0.5,0.29,4312,4.8,2,16,18
4.5,0.0,1.7,48.0,-5.5,0.0,0.0,3969,2.7,2,16,19
3.4,0.0,1.2,57.0,-4.3,0.0,0.0,3209,1.7,2,16,20
2.2,0.0,1.2,61.0,-4.5,0.0,0.0,2591,1.0,2,16,21
1.8,0.0,1.4,61.0,-4.9,0.0,0.0,2378,0.6,2,16,22
1.3,0.0,0.8,63.0,-4.9,0.0,0.0,2165,0.3,2,16,23
1.1,0.0,1.6,65.0,-4.7,0.0,0.0,1896,0.2,2,17,0
0.3,0.0,0.2,68.0,-4.9,0.0,0.0,1826,0.0,2,17,1
-0.3,0.0,0.9,73.0,-4.5,0.0,0.0,1606,-0.3,2,17,2
-0.4,0.0,0.5,73.0,-4.6,0.0,0.0,1437,-0.3,2,17,3
-0.7,0.0,0.3,73.0,-4.9,0.0,0.0,1559,-0.5,2,17,4
-0.4,0.0,0.0,72.0,-4.8,0.0,0.0,1498,0.0,2,17,5
-1.2,0.0,0.0,78.0,-4.5,0.0,0.0,1146,-0.5,2,17,6
-0.9,0.0,0.2,76.0,-4.6,0.0,0.0,1242,-0.9,2,17,7
-0.4,0.0,0.2,72.0,-4.8,0.0,0.02,1385,-0.2,2,17,8
0.7,0.0,0.4,72.0,-3.7,0.8,0.47,918,1.1,2,17,9
2.7,0.0,0.8,64.0,-3.4,1.0,1.06,1269,5.6,2,17,10
4.4,0.0,0.9,51.0,-4.8,1.0,1.46,2053,9.5,2,17,11
6.0,0.0,1.8,47.0,-4.4,1.0,2.29,1675,10.3,2,17,12
8.0,0.0,1.2,38.0,-5.4,1.0,2.39,1311,11.5,2,17,13
8.4,0.0,1.6,33.0,-6.9,1.0,2.37,1139,17.7,2,17,14
9.1,0.0,1.2,28.0,-8.4,0.7,1.62,1552,12.3,2,17,15
9.6,0.0,1.0,31.0,-6.7,0.8,1.12,1667,11.5,2,17,16
9.6,0.0,0.8,30.0,-7.1,0.0,0.52,1638,9.0,2,17,17
9.1,0.0,0.4,32.0,-6.7,0.0,0.11,1391,6.4,2,17,18
9.1,0.0,0.3,33.0,-6.3,0.0,0.0,1457,5.9,2,17,19
8.8,0.0,1.2,35.0,-5.8,0.0,0.0,1266,5.0,2,17,20
8.2,0.0,0.6,38.0,-5.3,0.0,0.0,1225,5.1,2,17,21
7.4,0.0,0.6,43.0,-4.3,0.0,0.0,1163,3.9,2,17,22
7.0,0.0,1.1,44.0,-4.4,0.0,0.0,1081,4.5,2,17,23
6.9,0.0,0.8,44.0,-4.5,0.0,0.0,1073,4.3,2,18,0
6.1,0.0,1.5,45.0,-4.9,0.0,0.0,1043,4.0,2,18,1
5.9,0.0,1.6,44.0,-5.4,0.0,0.0,1087,3.9,2,18,2
5.5,0.0,1.2,48.0,-4.6,0.0,0.0,1100,3.7,2,18,3
5.4,0.0,0.3,49.0,-4.4,0.0,0.0,933,3.9,2,18,4
5.1,0.0,1.5,48.0,-5.0,0.0,0.0,1060,3.9,2,18,5
5.1,0.0,1.2,49.0,-4.7,0.0,0.0,1065,3.9,2,18,6
5.1,0.0,1.0,48.0,-5.0,0.0,0.0,1100,3.7,2,18,7
5.5,0.0,0.0,46.0,-5.2,0.0,0.0,1100,4.0,2,18,8
5.3,0.0,1.7,47.0,-5.1,0.0,0.0,1016,4.4,2,18,9
5.0,0.0,2.0,47.0,-5.4,0.0,0.02,1084,4.5,2,18,10
6.1,0.0,0.7,45.0,-4.9,0.0,0.26,1105,6.0,2,18,11
6.1,0.0,1.3,46.0,-4.6,0.0,0.22,1052,6.0,2,18,12
7.3,0.0,0.3,43.0,-4.4,0.0,0.42,1142,7.4,2,18,13
8.0,0.0,0.4,44.0,-3.5,0.0,0.46,1053,8.5,2,18,14
